"","company_location","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_size","country","alpha-3-code","numeric_code","latitude","longitude"
"2257","US",2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"M","United States of America","USA",840,38,-97
"2258","US",2022,"SE","FT","Data Scientist",138600,"USD",138600,"US",100,"M","United States of America","USA",840,38,-97
"2259","US",2021,"MI","FT","Data Scientist",150000,"USD",150000,"US",100,"M","United States of America","USA",840,38,-97
"2260","US",2021,"MI","FT","Data Scientist",147000,"USD",147000,"US",50,"L","United States of America","USA",840,38,-97
"2261","US",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"M","United States of America","USA",840,38,-97
"2262","US",2021,"SE","FT","Data Science Manager",174000,"USD",174000,"US",100,"L","United States of America","USA",840,38,-97
"2263","US",2020,"MI","FT","Business Data Analyst",135000,"USD",135000,"US",100,"L","United States of America","USA",840,38,-97
"2264","US",2022,"SE","FT","Data Engineer",1e+05,"USD",1e+05,"US",100,"M","United States of America","USA",840,38,-97
"2265","US",2022,"SE","FT","Data Engineer",113000,"USD",113000,"US",0,"L","United States of America","USA",840,38,-97
"2266","US",2022,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"M","United States of America","USA",840,38,-97
"2267","US",2022,"SE","FT","Data Scientist",95550,"USD",95550,"US",0,"M","United States of America","USA",840,38,-97
"2268","US",2022,"SE","FT","Data Scientist",180000,"USD",180000,"US",100,"L","United States of America","USA",840,38,-97
"2269","US",2022,"MI","FT","Data Analyst",115500,"USD",115500,"US",100,"M","United States of America","USA",840,38,-97
"2270","US",2022,"MI","FT","Data Analyst",113000,"USD",113000,"US",0,"L","United States of America","USA",840,38,-97
"2271","US",2022,"SE","FT","Data Analyst",90320,"USD",90320,"US",100,"M","United States of America","USA",840,38,-97
"2272","US",2022,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"M","United States of America","USA",840,38,-97
"2273","US",2022,"SE","FT","Data Analyst",90320,"USD",90320,"US",100,"M","United States of America","USA",840,38,-97
"2274","US",2022,"MI","FT","Product Data Analyst",140000,"USD",140000,"US",100,"M","United States of America","USA",840,38,-97
"2275","US",2021,"MI","FT","Applied Machine Learning Scientist",423000,"USD",423000,"US",50,"L","United States of America","USA",840,38,-97
"2276","US",2022,"SE","FT","Data Engineer",155000,"USD",155000,"US",100,"M","United States of America","USA",840,38,-97
"2277","US",2022,"SE","FT","Data Engineer",156600,"USD",156600,"US",100,"M","United States of America","USA",840,38,-97
"2278","US",2022,"SE","FT","Data Analyst",136600,"USD",136600,"US",100,"M","United States of America","USA",840,38,-97
"2279","US",2022,"MI","FT","Applied Data Scientist",157000,"USD",157000,"US",100,"L","United States of America","USA",840,38,-97
"2280","US",2022,"SE","FT","Analytics Engineer",250000,"USD",250000,"US",0,"M","United States of America","USA",840,38,-97
"2281","US",2022,"SE","FT","Analytics Engineer",63000,"USD",63000,"US",0,"M","United States of America","USA",840,38,-97
"2282","US",2022,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"L","United States of America","USA",840,38,-97
"2283","US",2022,"SE","FT","Data Engineer",101570,"USD",101570,"US",100,"M","United States of America","USA",840,38,-97
"2284","US",2022,"EX","FT","Analytics Engineer",175000,"USD",175000,"US",100,"M","United States of America","USA",840,38,-97
"2285","US",2022,"SE","FT","Data Engineer",105000,"USD",105000,"US",0,"M","United States of America","USA",840,38,-97
"2286","US",2022,"SE","FT","Data Engineer",90000,"USD",90000,"US",0,"M","United States of America","USA",840,38,-97
"2287","US",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"2288","US",2022,"SE","FT","ETL Developer",124270,"USD",124270,"US",100,"M","United States of America","USA",840,38,-97
"2289","US",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"2290","US",2022,"SE","FT","Data Scientist",205300,"USD",205300,"US",0,"L","United States of America","USA",840,38,-97
"2291","US",2022,"EX","FT","Data Engineer",260000,"USD",260000,"US",100,"M","United States of America","USA",840,38,-97
"2292","US",2022,"SE","FT","Data Engineer",99100,"USD",99100,"US",0,"M","United States of America","USA",840,38,-97
"2293","US",2022,"SE","FT","Data Scientist",144000,"USD",144000,"US",100,"M","United States of America","USA",840,38,-97
"2294","US",2022,"SE","FT","Data Engineer",200100,"USD",200100,"US",100,"M","United States of America","USA",840,38,-97
"2295","US",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"2296","US",2022,"SE","FT","Analytics Engineer",203500,"USD",203500,"US",0,"M","United States of America","USA",840,38,-97
"2297","US",2022,"SE","FT","Data Architect",250000,"USD",250000,"US",0,"M","United States of America","USA",840,38,-97
"2298","US",2022,"SE","FT","Data Engineer",250000,"USD",250000,"US",0,"M","United States of America","USA",840,38,-97
"2299","US",2022,"SE","FT","Data Engineer",63000,"USD",63000,"US",0,"M","United States of America","USA",840,38,-97
"2300","US",2022,"SE","FT","Analytics Engineer",205300,"USD",205300,"US",0,"M","United States of America","USA",840,38,-97
"2301","US",2022,"SE","FT","Analytics Engineer",184700,"USD",184700,"US",0,"M","United States of America","USA",840,38,-97
"2302","US",2022,"SE","FT","Data Engineer",175100,"USD",175100,"US",100,"M","United States of America","USA",840,38,-97
"2303","US",2022,"SE","FT","Data Engineer",140250,"USD",140250,"US",100,"M","United States of America","USA",840,38,-97
"2304","US",2022,"EN","FT","Data Scientist",82000,"USD",82000,"US",0,"L","United States of America","USA",840,38,-97
"2305","US",2022,"SE","FT","Data Scientist",1e+05,"USD",1e+05,"US",0,"L","United States of America","USA",840,38,-97
"2306","US",2022,"MI","FT","Applied Machine Learning Scientist",173000,"USD",173000,"US",50,"M","United States of America","USA",840,38,-97
"2307","US",2022,"SE","FT","Data Scientist",203500,"USD",203500,"US",0,"M","United States of America","USA",840,38,-97
"2308","US",2022,"SE","FT","Data Scientist",152000,"USD",152000,"US",0,"M","United States of America","USA",840,38,-97
"2309","US",2022,"SE","FT","Machine Learning Engineer",186000,"USD",186000,"US",100,"M","United States of America","USA",840,38,-97
"2310","US",2022,"SE","FT","Machine Learning Engineer",148800,"USD",148800,"US",100,"M","United States of America","USA",840,38,-97
"2311","US",2022,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"M","United States of America","USA",840,38,-97
"2312","US",2022,"SE","FT","Machine Learning Engineer",214000,"USD",214000,"US",100,"M","United States of America","USA",840,38,-97
"2313","US",2022,"SE","FT","Machine Learning Engineer",192600,"USD",192600,"US",100,"M","United States of America","USA",840,38,-97
"2314","US",2022,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"M","United States of America","USA",840,38,-97
"2315","US",2022,"SE","FT","Data Scientist",180000,"USD",180000,"US",100,"L","United States of America","USA",840,38,-97
"2316","US",2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"M","United States of America","USA",840,38,-97
"2317","US",2022,"SE","FT","Data Engineer",115000,"USD",115000,"US",100,"M","United States of America","USA",840,38,-97
"2318","US",2022,"MI","FT","Data Scientist",141300,"USD",141300,"US",0,"M","United States of America","USA",840,38,-97
"2319","US",2020,"MI","FT","Data Engineer",110000,"USD",110000,"US",100,"L","United States of America","USA",840,38,-97
"2320","US",2021,"SE","FT","Data Analytics Manager",140000,"USD",140000,"US",100,"L","United States of America","USA",840,38,-97
"2321","US",2020,"SE","FT","Data Scientist",120000,"USD",120000,"US",50,"L","United States of America","USA",840,38,-97
"2322","US",2022,"MI","FT","Machine Learning Scientist",160000,"USD",160000,"US",100,"L","United States of America","USA",840,38,-97
"2323","US",2022,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"2324","US",2022,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"M","United States of America","USA",840,38,-97
"2325","US",2022,"SE","FT","Data Analyst",85700,"USD",85700,"US",0,"M","United States of America","USA",840,38,-97
"2326","US",2022,"SE","FT","Data Engineer",185000,"USD",185000,"US",100,"M","United States of America","USA",840,38,-97
"2327","US",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"M","United States of America","USA",840,38,-97
"2328","US",2022,"SE","FT","Data Science Manager",206000,"USD",206000,"US",100,"M","United States of America","USA",840,38,-97
"2329","US",2022,"SE","FT","Data Science Manager",175100,"USD",175100,"US",100,"M","United States of America","USA",840,38,-97
"2330","US",2022,"SE","FT","Data Architect",192564,"USD",192564,"US",100,"M","United States of America","USA",840,38,-97
"2331","US",2022,"SE","FT","Data Architect",144854,"USD",144854,"US",100,"M","United States of America","USA",840,38,-97
"2332","US",2022,"SE","FT","Data Architect",149040,"USD",149040,"US",100,"M","United States of America","USA",840,38,-97
"2333","US",2022,"SE","FT","Data Architect",113900,"USD",113900,"US",100,"M","United States of America","USA",840,38,-97
"2334","US",2022,"SE","FT","Data Engineer",154000,"USD",154000,"US",100,"M","United States of America","USA",840,38,-97
"2335","US",2022,"SE","FT","Data Engineer",126000,"USD",126000,"US",100,"M","United States of America","USA",840,38,-97
"2336","US",2022,"SE","FT","Data Analyst",170000,"USD",170000,"US",100,"M","United States of America","USA",840,38,-97
"2337","US",2022,"SE","FT","Data Scientist",119300,"USD",119300,"US",0,"L","United States of America","USA",840,38,-97
"2338","US",2021,"MI","FT","Data Scientist",82500,"USD",82500,"US",100,"S","United States of America","USA",840,38,-97
"2339","US",2022,"SE","FT","Data Scientist",120160,"USD",120160,"US",100,"M","United States of America","USA",840,38,-97
"2340","US",2022,"SE","FT","Data Analyst",124190,"USD",124190,"US",100,"M","United States of America","USA",840,38,-97
"2341","US",2022,"EN","FT","Data Engineer",120000,"USD",120000,"US",100,"M","United States of America","USA",840,38,-97
"2342","US",2022,"SE","FT","Data Scientist",185000,"USD",185000,"US",100,"M","United States of America","USA",840,38,-97
"2343","US",2022,"SE","FT","Data Engineer",126000,"USD",126000,"US",100,"M","United States of America","USA",840,38,-97
"2344","US",2022,"EN","FT","Computer Vision Engineer",125000,"USD",125000,"US",0,"M","United States of America","USA",840,38,-97
"2345","US",2022,"SE","FT","Data Analyst",99000,"USD",99000,"US",0,"M","United States of America","USA",840,38,-97
"2346","US",2021,"MI","FT","Data Scientist",73000,"USD",73000,"US",0,"L","United States of America","USA",840,38,-97
"2347","US",2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"M","United States of America","USA",840,38,-97
"2348","US",2022,"SE","FT","Machine Learning Engineer",193900,"USD",193900,"US",0,"M","United States of America","USA",840,38,-97
"2349","US",2022,"SE","FT","Machine Learning Engineer",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"2350","US",2022,"EN","FT","BI Data Analyst",57000,"USD",57000,"US",100,"L","United States of America","USA",840,38,-97
"2351","US",2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"M","United States of America","USA",840,38,-97
"2352","US",2022,"MI","FT","Data Scientist",144200,"USD",144200,"US",100,"M","United States of America","USA",840,38,-97
"2353","US",2022,"SE","FT","Data Analyst",69000,"USD",69000,"US",100,"M","United States of America","USA",840,38,-97
"2354","US",2022,"MI","FT","Data Scientist",130000,"USD",130000,"US",0,"M","United States of America","USA",840,38,-97
"2355","US",2022,"SE","FT","Data Science Manager",185400,"USD",185400,"US",0,"M","United States of America","USA",840,38,-97
"2356","US",2021,"SE","FT","Data Engineering Manager",150000,"USD",150000,"US",0,"L","United States of America","USA",840,38,-97
"2357","US",2021,"SE","FT","Data Specialist",165000,"USD",165000,"US",100,"L","United States of America","USA",840,38,-97
"2358","US",2022,"SE","FT","Analytics Engineer",110000,"USD",110000,"US",100,"M","United States of America","USA",840,38,-97
"2359","US",2022,"SE","FT","Data Engineer",25000,"USD",25000,"US",100,"M","United States of America","USA",840,38,-97
"2360","US",2022,"SE","FT","Data Scientist",123400,"USD",123400,"US",0,"M","United States of America","USA",840,38,-97
"2361","US",2022,"SE","FT","Data Scientist",88100,"USD",88100,"US",0,"M","United States of America","USA",840,38,-97
"2362","US",2022,"SE","FT","Data Engineer",220110,"USD",220110,"US",100,"M","United States of America","USA",840,38,-97
"2363","US",2022,"SE","FT","Data Scientist",245000,"USD",245000,"US",0,"M","United States of America","USA",840,38,-97
"2364","US",2022,"SE","FT","Data Scientist",205000,"USD",205000,"US",0,"M","United States of America","USA",840,38,-97
"2365","US",2022,"SE","FT","Data Analyst",1e+05,"USD",1e+05,"US",100,"M","United States of America","USA",840,38,-97
"2366","US",2022,"SE","FT","Data Engineer",102100,"USD",102100,"US",0,"M","United States of America","USA",840,38,-97
"2367","US",2022,"SE","FT","Data Analyst",135000,"USD",135000,"US",100,"M","United States of America","USA",840,38,-97
"2368","US",2020,"SE","FT","Data Scientist",60000,"EUR",68428,"GR",100,"L","United States of America","USA",840,38,-97
"2369","US",2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"M","United States of America","USA",840,38,-97
"2370","US",2022,"MI","FT","Data Analyst",135000,"USD",135000,"US",100,"M","United States of America","USA",840,38,-97
"2371","US",2022,"SE","FT","Data Engineer",225000,"USD",225000,"US",0,"M","United States of America","USA",840,38,-97
"2372","US",2022,"SE","FT","Data Architect",250000,"USD",250000,"US",0,"M","United States of America","USA",840,38,-97
"2373","US",2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"M","United States of America","USA",840,38,-97
"2374","US",2022,"SE","FT","Data Scientist",167000,"USD",167000,"US",100,"M","United States of America","USA",840,38,-97
"2375","US",2022,"SE","FT","Data Scientist",150000,"USD",150000,"US",100,"M","United States of America","USA",840,38,-97
"2376","US",2022,"SE","FT","Data Analytics Manager",145000,"USD",145000,"US",100,"M","United States of America","USA",840,38,-97
"2377","US",2022,"SE","FT","Data Analytics Manager",105400,"USD",105400,"US",100,"M","United States of America","USA",840,38,-97
"2378","US",2022,"MI","FT","Data Scientist",2e+05,"USD",2e+05,"US",100,"M","United States of America","USA",840,38,-97
"2379","US",2022,"SE","FT","Data Architect",63000,"USD",63000,"US",0,"M","United States of America","USA",840,38,-97
"2380","US",2021,"SE","FT","Data Science Manager",4e+06,"INR",54094,"IN",50,"L","United States of America","USA",840,38,-97
"2381","US",2022,"SE","FT","Data Engineer",63000,"USD",63000,"US",0,"M","United States of America","USA",840,38,-97
"2382","US",2022,"SE","FT","Machine Learning Engineer",202900,"USD",202900,"US",100,"L","United States of America","USA",840,38,-97
"2383","US",2022,"EX","FT","Data Engineer",216000,"USD",216000,"US",100,"M","United States of America","USA",840,38,-97
"2384","US",2022,"SE","FT","Data Engineer",210000,"USD",210000,"US",100,"M","United States of America","USA",840,38,-97
"2385","US",2021,"EN","FT","Data Analyst",60000,"USD",60000,"US",100,"S","United States of America","USA",840,38,-97
"2386","US",2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"L","United States of America","USA",840,38,-97
"2387","US",2021,"EN","PT","AI Scientist",12000,"USD",12000,"PK",100,"M","United States of America","USA",840,38,-97
"2388","US",2022,"MI","FT","Machine Learning Engineer",129300,"USD",129300,"US",0,"M","United States of America","USA",840,38,-97
"2389","US",2021,"MI","CT","ML Engineer",270000,"USD",270000,"US",100,"L","United States of America","USA",840,38,-97
"2390","US",2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"L","United States of America","USA",840,38,-97
"2391","US",2022,"MI","FT","Data Analyst",216200,"USD",216200,"US",0,"M","United States of America","USA",840,38,-97
"2392","US",2022,"MI","FT","Data Analyst",144100,"USD",144100,"US",0,"M","United States of America","USA",840,38,-97
"2393","US",2022,"SE","FT","Machine Learning Scientist",216000,"USD",216000,"US",0,"M","United States of America","USA",840,38,-97
"2394","US",2022,"SE","FT","Machine Learning Engineer",189650,"USD",189650,"US",0,"M","United States of America","USA",840,38,-97
"2395","US",2020,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",50,"L","United States of America","USA",840,38,-97
"2396","US",2021,"MI","FT","Data Engineer",1e+05,"USD",1e+05,"US",100,"L","United States of America","USA",840,38,-97
"2397","US",2021,"SE","FT","Data Science Manager",240000,"USD",240000,"US",0,"L","United States of America","USA",840,38,-97
"2398","US",2021,"EN","FT","Data Scientist",58000,"USD",58000,"US",50,"L","United States of America","USA",840,38,-97
"2399","US",2022,"MI","FT","Applied Machine Learning Scientist",75000,"USD",75000,"BO",100,"L","United States of America","USA",840,38,-97
"2400","US",2020,"EN","FT","Machine Learning Engineer",138000,"USD",138000,"US",100,"S","United States of America","USA",840,38,-97
"2401","US",2022,"SE","FT","Data Architect",208775,"USD",208775,"US",100,"M","United States of America","USA",840,38,-97
"2402","US",2022,"SE","FT","Data Architect",147800,"USD",147800,"US",100,"M","United States of America","USA",840,38,-97
"2403","US",2022,"SE","FT","Data Engineer",136994,"USD",136994,"US",100,"M","United States of America","USA",840,38,-97
"2404","US",2022,"EX","FT","Head of Data Science",224000,"USD",224000,"US",100,"M","United States of America","USA",840,38,-97
"2405","US",2022,"SE","FT","Data Analyst",128875,"USD",128875,"US",100,"M","United States of America","USA",840,38,-97
"2406","US",2022,"SE","FT","Data Engineer",1e+05,"USD",1e+05,"US",100,"M","United States of America","USA",840,38,-97
"2407","US",2022,"EN","FT","Data Analyst",55000,"USD",55000,"US",100,"S","United States of America","USA",840,38,-97
"2408","US",2022,"MI","FT","Data Analyst",130000,"USD",130000,"US",100,"M","United States of America","USA",840,38,-97
"2409","US",2022,"SE","FT","ETL Developer",63000,"USD",63000,"US",100,"M","United States of America","USA",840,38,-97
"2410","US",2022,"SE","FT","Data Engineer",100800,"USD",100800,"US",100,"L","United States of America","USA",840,38,-97
"2411","US",2022,"MI","FT","Data Scientist",78000,"USD",78000,"US",100,"M","United States of America","USA",840,38,-97
"2412","US",2021,"EN","FT","Machine Learning Scientist",225000,"USD",225000,"US",100,"L","United States of America","USA",840,38,-97
"2413","US",2022,"EN","FT","Data Engineer",129000,"USD",129000,"US",100,"L","United States of America","USA",840,38,-97
"2414","US",2022,"SE","FT","Data Engineer",115000,"USD",115000,"US",100,"M","United States of America","USA",840,38,-97
"2415","US",2021,"MI","FT","Data Analyst",80000,"USD",80000,"US",100,"L","United States of America","USA",840,38,-97
"2416","US",2022,"SE","FT","Data Engineer",250000,"USD",250000,"US",0,"M","United States of America","USA",840,38,-97
"2417","US",2022,"SE","FT","Data Engineer",63000,"USD",63000,"US",0,"M","United States of America","USA",840,38,-97
"2418","US",2022,"SE","FT","Data Engineer",70500,"USD",70500,"US",0,"M","United States of America","USA",840,38,-97
"2419","US",2022,"SE","FT","Data Scientist",165220,"USD",165220,"US",100,"M","United States of America","USA",840,38,-97
"2420","US",2022,"SE","FT","Data Engineer",250000,"USD",250000,"US",0,"M","United States of America","USA",840,38,-97
"2421","US",2022,"SE","FT","Data Scientist",165000,"USD",165000,"US",100,"M","United States of America","USA",840,38,-97
"2422","US",2022,"EN","FT","Analytics Engineer",130000,"USD",130000,"US",50,"L","United States of America","USA",840,38,-97
"2423","US",2022,"SE","FT","Data Engineer",1e+05,"USD",1e+05,"US",0,"L","United States of America","USA",840,38,-97
"2424","US",2022,"SE","FT","Data Engineer",80000,"USD",80000,"US",0,"L","United States of America","USA",840,38,-97
"2425","US",2022,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"L","United States of America","USA",840,38,-97
"2426","US",2021,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"L","United States of America","USA",840,38,-97
"2427","US",2022,"SE","FT","Data Specialist",221300,"USD",221300,"US",100,"L","United States of America","USA",840,38,-97
"2428","US",2022,"SE","FT","Data Specialist",148700,"USD",148700,"US",100,"L","United States of America","USA",840,38,-97
"2429","US",2022,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"M","United States of America","USA",840,38,-97
"2430","US",2022,"MI","FT","Data Analyst",112000,"USD",112000,"US",100,"M","United States of America","USA",840,38,-97
"2431","US",2022,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",100,"M","United States of America","USA",840,38,-97
"2432","US",2022,"SE","FT","Data Scientist",180000,"USD",180000,"US",100,"M","United States of America","USA",840,38,-97
"2433","US",2022,"EN","FT","Research Scientist",120000,"USD",120000,"US",100,"L","United States of America","USA",840,38,-97
"2434","US",2022,"SE","FT","Data Science Manager",249260,"USD",249260,"US",0,"M","United States of America","USA",840,38,-97
"2435","US",2022,"SE","FT","Data Analyst",112900,"USD",112900,"US",100,"M","United States of America","USA",840,38,-97
"2436","US",2021,"MI","FT","Data Analytics Engineer",110000,"USD",110000,"US",100,"L","United States of America","USA",840,38,-97
"2437","US",2022,"MI","FT","Data Engineer",170000,"USD",170000,"US",100,"M","United States of America","USA",840,38,-97
"2438","US",2022,"SE","FT","Data Engineer",250000,"USD",250000,"US",100,"M","United States of America","USA",840,38,-97
"2439","US",2022,"SE","FT","Data Analyst",128875,"USD",128875,"US",100,"M","United States of America","USA",840,38,-97
"2440","US",2022,"SE","FT","Applied Data Scientist",380000,"USD",380000,"US",100,"L","United States of America","USA",840,38,-97
"2441","US",2022,"MI","FT","Data Engineer",82900,"USD",82900,"US",0,"M","United States of America","USA",840,38,-97
"2442","US",2022,"SE","FT","Applied Data Scientist",177000,"USD",177000,"US",100,"L","United States of America","USA",840,38,-97
"2443","US",2021,"EN","FT","Data Scientist",90000,"USD",90000,"US",100,"S","United States of America","USA",840,38,-97
"2444","US",2022,"MI","FT","Machine Learning Scientist",112300,"USD",112300,"US",100,"L","United States of America","USA",840,38,-97
"2445","US",2022,"SE","FT","ETL Developer",63000,"USD",63000,"US",0,"M","United States of America","USA",840,38,-97
"2446","US",2022,"SE","FT","Data Scientist",92000,"USD",92000,"US",100,"L","United States of America","USA",840,38,-97
"2447","US",2022,"SE","FT","Data Engineer",2e+05,"USD",2e+05,"US",100,"M","United States of America","USA",840,38,-97
"2448","US",2022,"SE","FT","Machine Learning Engineer",135000,"USD",135000,"US",100,"M","United States of America","USA",840,38,-97
"2449","US",2022,"SE","FT","Machine Learning Engineer",85000,"USD",85000,"US",100,"M","United States of America","USA",840,38,-97
"2450","US",2022,"SE","FT","Data Scientist",207000,"USD",207000,"US",100,"M","United States of America","USA",840,38,-97
"2451","US",2022,"SE","FT","Data Analyst",117000,"USD",117000,"US",100,"M","United States of America","USA",840,38,-97
"2452","US",2022,"SE","FT","Data Analyst",99450,"USD",99450,"US",100,"M","United States of America","USA",840,38,-97
"2453","US",2021,"SE","FT","Data Analytics Manager",120000,"USD",120000,"US",100,"M","United States of America","USA",840,38,-97
"2454","US",2022,"EN","FT","Data Engineer",86000,"USD",86000,"US",100,"L","United States of America","USA",840,38,-97
"2455","US",2022,"SE","FT","Data Science Manager",137141,"USD",137141,"US",100,"M","United States of America","USA",840,38,-97
"2456","US",2022,"SE","FT","Data Analytics Manager",150260,"USD",150260,"US",100,"M","United States of America","USA",840,38,-97
"2457","US",2022,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"L","United States of America","USA",840,38,-97
"2458","US",2022,"SE","FT","Data Scientist",179400,"USD",179400,"US",100,"M","United States of America","USA",840,38,-97
"2459","US",2022,"SE","FT","Data Scientist",211500,"USD",211500,"US",100,"M","United States of America","USA",840,38,-97
"2460","US",2022,"EN","FT","Financial Data Analyst",1e+05,"USD",1e+05,"US",50,"L","United States of America","USA",840,38,-97
"2461","US",2022,"SE","FT","Data Scientist",205300,"USD",205300,"US",0,"M","United States of America","USA",840,38,-97
"2462","US",2021,"MI","FT","Data Architect",180000,"USD",180000,"US",100,"L","United States of America","USA",840,38,-97
"2463","US",2021,"SE","FT","Data Analyst",2e+05,"USD",2e+05,"US",100,"L","United States of America","USA",840,38,-97
"2464","US",2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"M","United States of America","USA",840,38,-97
"2465","US",2022,"SE","FT","Data Engineer",220110,"USD",220110,"US",0,"M","United States of America","USA",840,38,-97
"2466","US",2022,"SE","FT","Data Engineer",1e+05,"USD",1e+05,"US",100,"M","United States of America","USA",840,38,-97
"2467","US",2022,"SE","FT","Data Analyst",150075,"USD",150075,"US",100,"M","United States of America","USA",840,38,-97
"2468","US",2022,"SE","FT","Data Analyst",110925,"USD",110925,"US",100,"M","United States of America","USA",840,38,-97
"2469","US",2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"M","United States of America","USA",840,38,-97
"2470","US",2022,"SE","FT","Data Scientist",160000,"USD",160000,"US",100,"L","United States of America","USA",840,38,-97
"2471","US",2022,"SE","FT","Data Scientist",92000,"USD",92000,"US",100,"L","United States of America","USA",840,38,-97
"2472","US",2022,"SE","FT","Machine Learning Engineer",202900,"USD",202900,"US",100,"L","United States of America","USA",840,38,-97
"2473","US",2022,"SE","FT","Data Analyst",155000,"USD",155000,"US",100,"M","United States of America","USA",840,38,-97
"2474","US",2022,"SE","FT","Data Analyst",120600,"USD",120600,"US",100,"M","United States of America","USA",840,38,-97
"2475","US",2022,"SE","FT","Data Engineer",164000,"USD",164000,"US",0,"M","United States of America","USA",840,38,-97
"2476","US",2021,"SE","FT","Cloud Data Engineer",160000,"USD",160000,"BR",100,"S","United States of America","USA",840,38,-97
"2477","US",2020,"MI","FT","Data Scientist",105000,"USD",105000,"US",100,"L","United States of America","USA",840,38,-97
"2478","US",2022,"SE","FT","Data Architect",266400,"USD",266400,"US",100,"M","United States of America","USA",840,38,-97
"2479","US",2022,"SE","FT","Data Engineer",63000,"USD",63000,"US",100,"M","United States of America","USA",840,38,-97
"2480","US",2022,"SE","FT","Data Engineer",182500,"USD",182500,"US",100,"M","United States of America","USA",840,38,-97
"2481","US",2022,"SE","FT","Data Engineer",102100,"USD",102100,"US",0,"M","United States of America","USA",840,38,-97
"2482","US",2021,"MI","FT","Data Architect",150000,"USD",150000,"US",100,"L","United States of America","USA",840,38,-97
"2483","US",2021,"EN","FT","BI Data Analyst",55000,"USD",55000,"US",50,"S","United States of America","USA",840,38,-97
"2484","US",2022,"SE","FT","Data Analyst",112900,"USD",112900,"US",0,"M","United States of America","USA",840,38,-97
"2485","US",2022,"SE","FT","Data Analyst",90320,"USD",90320,"US",0,"M","United States of America","USA",840,38,-97
"2486","US",2021,"MI","FT","Data Engineer",111775,"USD",111775,"US",0,"M","United States of America","USA",840,38,-97
"2487","US",2022,"SE","FT","Data Analyst",115000,"USD",115000,"US",0,"L","United States of America","USA",840,38,-97
"2488","US",2022,"SE","FT","Data Science Manager",3e+05,"USD",3e+05,"US",100,"M","United States of America","USA",840,38,-97
"2489","US",2021,"EX","FT","Head of Data",235000,"USD",235000,"US",100,"L","United States of America","USA",840,38,-97
"2490","US",2021,"EX","FT","BI Data Analyst",150000,"USD",150000,"IN",100,"L","United States of America","USA",840,38,-97
"2491","US",2022,"MI","FT","AI Scientist",2e+05,"USD",2e+05,"IN",100,"L","United States of America","USA",840,38,-97
"2492","US",2021,"EN","FT","Machine Learning Engineer",125000,"USD",125000,"US",100,"S","United States of America","USA",840,38,-97
"2493","US",2022,"SE","FT","Data Engineer",108800,"USD",108800,"US",0,"M","United States of America","USA",840,38,-97
"2494","US",2020,"MI","FT","Research Scientist",450000,"USD",450000,"US",0,"M","United States of America","USA",840,38,-97
"2495","US",2021,"EN","FT","Data Scientist",1e+05,"USD",1e+05,"US",0,"S","United States of America","USA",840,38,-97
"2496","US",2022,"SE","FT","Research Scientist",144000,"USD",144000,"US",50,"L","United States of America","USA",840,38,-97
"2497","US",2022,"SE","FT","Data Science Manager",140100,"USD",140100,"US",100,"L","United States of America","USA",840,38,-97
"2498","US",2021,"SE","FT","Data Scientist",135000,"USD",135000,"US",0,"L","United States of America","USA",840,38,-97
"2499","US",2021,"MI","FT","Applied Machine Learning Scientist",38400,"USD",38400,"VN",100,"M","United States of America","USA",840,38,-97
"2500","US",2021,"SE","FT","Data Science Manager",144000,"USD",144000,"US",100,"L","United States of America","USA",840,38,-97
